"Data Source","World Development Indicators",

"Last Updated Date","2019-03-21",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Hungary","HUN","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","7613.5","7617","7611.1","7612.2","7616","7616.7","7616.1","7618.6","7613.6","7618.9","7617.3","7684.4","7726.5","7607","7606.4","7606","7768","7768","7768","7768","8004","7516","7729","7730","7730","7950","7932","7960","7942","7793","7893","7906","7877","7894.8","7894.8","7896","7748.7","","",
"IBRD only","IBD","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","437002.9","436779.9","438601.9","439575.9","439786.9","443227.9","444086.4","443455.4","444105.4","447395.4","453595.063","449491.4","448458","449285.1","448986.9","447066","453229.222105263","454453.7","455095","455278.34","458389","455695","454624","452434","451997","482624","483932","487545","485296","477318","479685","481239","480929","480079.94","484705","483233.82","483608.15","","",
"IDA & IBRD total","IBT","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","494655.9","494444.9","496343.9","497349.9","497731.4","501633.7","501942.2","501289.85","501993.42","505306.77","511234.018483871","512185.855483871","511278.455483871","511170.915483871","511655.715483871","510194.905483871","511738.257589134","516472.145483871","513608.445483871","513942.775483871","520066.935483871","513823.935483871","516841.935483871","514765.935483871","514997.935483871","544643.935483871","545379.935483871","548975.935483871","546442.935483871","538033.935483871","540402.935483871","542191.935483871","541420.935483871","540571.375483871","545195.935483871","545203.755483871","545644.085483871","","",
"IDA total","IDA","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","57653","57665","57742","57774","57944.5","58405.8","57855.8","57834.45","57888.02","57911.37","57638.955483871","62694.455483871","62820.455483871","61885.815483871","62668.815483871","63128.905483871","58509.035483871","62018.445483871","58513.445483871","58664.435483871","61677.935483871","58128.935483871","62217.935483871","62331.935483871","63000.935483871","62019.935483871","61447.935483871","61430.935483871","61146.935483871","60715.935483871","60717.935483871","60952.935483871","60491.935483871","60491.435483871","60490.935483871","61969.935483871","62035.935483871","","",
"IDA blend","IDB","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","21183","21183","21198","21170","21152.5","21155.8","20611.8","20762.8","20763.37","20744.37","20744.37","25405.87","24904.87","24894.87","25675.87","26081.87","21541","24936","21431","21431","25177","21630","25742","25742","25511","24663","24750","24733","24787","24792","24789","24824","24758","24757.5","24757","26253","26319","","",
"Indonesia","IDN","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","6458","6458","6458","6458","6458","6458","6458","6458","","","","4992","4992","4992","5041","5041","5041","5324","5324","","","","","","","","","","","","","4684","4684","4684","4684","","","","",
"IDA only","IDX","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","36470","36482","36544","36604","36792","37250","37244","37071.65","37124.65","37167","36894.585483871","37288.585483871","37915.585483871","36990.945483871","36992.945483871","37047.035483871","36968.035483871","37082.445483871","37082.445483871","37233.435483871","36500.935483871","36498.935483871","36475.935483871","36589.935483871","37489.935483871","37356.935483871","36697.935483871","36697.935483871","36359.935483871","35923.935483871","35928.935483871","36128.935483871","35733.935483871","35733.935483871","35733.935483871","35716.935483871","35716.935483871","","",
"Isle of Man","IMN","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","61240","61230","61385","61460","61850","61836","61813","61976","61985","62211","62367","62458","62486","62462","62461","62660","62725","62725","63506","62759.34","62759","63028","63140","63122","63200","63465","63332","63327","63327","63273","63974","64460","64460","65436","65808","66030","","","",
"Not classified","INX","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","1987","1987","1987","1987","1944","1944","1944","1944","1944","1944","1944","1944","1944","1947","1947","1954","1945","1945","1945","1909","1915","1919","1919","1919","1919","1919","1919","1919","1919","1919","1919","1919","1919","1894","1919","1458","2124","","",
"Iran, Islamic Rep.","IRN","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","4567","4567","4567","4567","4567","4567","4567","4568","4569","4569","4847","4847","4847","5022","5226","5332","5612","5995","6264","6398","6688","","6151","6152","6405","7131","7265","7265","7335","7555","","8368","8368","8592.5","8559.5","8559.5","8576","","",
"Iraq","IRQ","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1898","1898","2032","2025","2025","2138","2138","2138","2138","","","","",
"Iceland","ISL","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Israel","ISR","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","827","851","859","859","859","865","869","869","","574","574","573","573","596","610","","610","","","","676","676","","853","899","905","958","1005","1005","1034","1079","1079","1153","1194","1277.35","1340.11","","",
"Italy","ITA","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","16138","16162","16473","16475","16420","16485","16068","15983","16015","16030","16086","16066","16112","15942","16002","16003","16014","16031","16080","16108","16499","16035","15985","15965","15916","16751","16833","16668","16862","16959","18011","17045","17060","16751.6","16722.6","16723.8","16788.3","","",
"Jamaica","JAM","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Jordan","JOR","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","270","270","291","293","293","293","293","292","292","292","292","292","293","293","293","293","293","293","293","292","292","292","292","","291","293","293","293","251","294","294","509","509","508.2","509","","","","",
"Japan","JPN","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","22236","22597","23371","23305","23103","22801","21961","21209","20934","20341","20254","20252","20254","20252","20255","20134","","20175","","","20165","20158","20096","20067","20060","20096","20050","20050","20048","20036","20035","20140","20140","19435.5","16703.2","16704.4","15108.4","","",
"Kazakhstan","KAZ","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14465.2","14455.6","14405.2","13528","","","","13660","","","13545","","13597","13770","13770","14204","14205","14205","14205","14205","14202","14184","14319","14767.1","14767.1","14767.1","15529.8","","",
"Kenya","KEN","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","2101","2101","2101","2101","2084","2084.3","2084.3","2084.3","2084","2065","2065","2065","2065","2065","2740","2740","2740","2740","2740","2740","2634","2634","2634","","2634","1917","1917","","","","","","","","","","","","",
"Kyrgyz Republic","KGZ","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","417","417","417","417","417","417","417","417","417","424","424","","",
"Cambodia","KHM","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","600","600","600","600","600","600","600","600","600","600","601","","603","","603","650","","","","","","","","","","","","","",
"Kiribati","KIR","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","3135","3121","3121","3117","3117","3114","3113","3130","3150","3131","3091","3091","3092","3098","3101","3101","3100","3118","3120","","3123","3123","3129","3140","3129","3392","3392","3399","3381","3378","3379","3637","3650","3650","3668.3","3944","4071","","",
"Kuwait","KWT","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean (excluding high income)","LAC","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","32201","32098","33355","33332","33124","32958","33097.5","32873.5","33010.5","38311.5","37959.1","37863.1","37964.1","38002.1","37415.9","37229","43108.02","42640","42640","42640","42580","42580","42580","42580","42580","68583","68583","68756","68879","68915","68915","68824","68824","68824","68915","68915","68915","","",
"Lao PDR","LAO","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lebanon","LBN","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liberia","LBR","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Libya","LBY","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean","LCN","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","77161","77017","78157","77887","77518","77335","77508.5","76973.5","77029.5","82330.5","81925.1","81829.1","81930.1","81970.4","81384.2","81197.3","87086.02","86618","86618","86618","86558","86265","85970","85972","85634","113331","113237","113410","113523","102283","102283","102360","102369","102369","102460","102460","102460","","",
"Least developed countries: UN classification","LDC","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","32795","32795","32795","32795","32976","32976","32880","32677.65","32674.65","32675","32845.585483871","32870.585483871","32870.585483871","32828.945483871","32830.945483871","32897.035483871","32818.035483871","32932.445483871","32932.445483871","33083.435483871","32104.935483871","32102.935483871","32079.935483871","32169.935483871","33069.935483871","32005.935483871","32005.935483871","32005.935483871","31595.935483871","31159.935483871","31159.935483871","31359.935483871","30964.935483871","30964.935483871","30964.935483871","30964.935483871","30964.935483871","","",
"Low income","LIC","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","23676","23686","23748","23808","23815","24273","23743","23643","23701","23755","23755","23791","24417","23532","23534","23789","23710","23797","23797","23913.5","23176","23174","23173","23173","23173","22993","22334","22334","22753","22387","22392","22392","22392","22392","22392","22368","22368","","",
"Liechtenstein","LIE","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","1453","1453","1453","1453","1453","1453","1453","1453","1453","1453","1453","1462","1491","1491","1491","1491","1491","1491","1491","1447","","","","","1449","","","","1463","","","","","","","","","","",
"Lower middle income","LMC","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","140444.7","140513.7","140812.7","140865.7","141492.2","144272.5","144354.5","144736.15","144840.72","145012.07","144451.655483871","147584.155483871","146999.155483871","146401.515483871","147169.515483871","147744.605483871","143320.735483871","147051.145483871","144396.445483871","143751.275483871","147575.935483871","144221.935483871","147767.935483871","147980.935483871","148609.935483871","148134.935483871","148442.935483871","148248.935483871","147282.935483871","146920.935483871","147644.935483871","147859.935483871","147376.935483871","147388.035483871","150300.935483871","150582.165483871","150360.935483871","","",
"Low & middle income","LMY","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","424455.9","424298.9","426328.9","427563.9","428056.4","431949.7","432187.2","432272.85","433149.42","437006.77","443418.018483871","444267.855483871","446021.455483871","444384.615483871","445482.415483871","444751.605483871","447661.597589134","452150.145483871","449286.445483871","449014.775483871","455468.935483871","451944.935483871","455169.935483871","453414.935483871","454308.935483871","482237.935483871","483241.935483871","486847.935483871","484525.935483871","487254.935483871","489686.935483871","491284.935483871","490612.935483871","490420.375483871","495180.935483871","495620.755483871","496141.085483871","","",
"Lesotho","LSO","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Late-demographic dividend","LTE","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","236650.9","236877.9","237288.9","238057.9","237649.9","239681.9","240032.9","239584.9","239935.9","240793.9","243772.9","241800.3","240769.9","245036","244288","244029","243690.542105263","243666.7","243225","244041","244599","241612","241040","241529","240942","268679","269852","268676","266423","271107","271702","272970","272542","271646.6","275051","274057.07","274674.06","","",
"Lithuania","LTU","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","2008","2025","2040","2014","2014","2014","2014","1990","1990","2005","2007","2007","2002","2002","2002","2002","1997","1998","1905","1905","1905","","1775","1774","1782","1775","1771","1766","1765","1767","1767","1767","1767","1767","1767","1877","1911","","",
"Luxembourg","LUX","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","275","275","275","275","275","275","275","275","275","275","275","275","","",
"Latvia","LVA","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","2384","2384","2384","2384","2384","2384","","","","2397","2397","2397","2406","2413","2413","2413","2417","2417","2417","2417","2331","2305","2269","2270","2270","2375","2374","2269","2263","1885","1897","1865","1860","1859","1859","1859.6","1859.6","","",
"Macao SAR, China","MAC","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","1756","1779","1779","1779","1779","1779","1779","1893","1893","1893","1893","1893","1907","1907","1907","1907","1907","1907","1907","1907","1907","1907","1907","1907","1907","1907","1907","1907","1989","2110","2109","2109","2109","2109","2109","2109","2109","","",
"Monaco","MCO","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1075","1154","1154","1156","1157","1157","1157","1157","1156.9","1156","1151","1151","","",
"Madagascar","MDG","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","854","","","","","","","","","","",
"Maldives","MDV","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa","MEA","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","22598","22487","22723","23080","23378","25162","25396","25558","25910","25682","24991","24756","25044","23473","23700","24324","24344","24796","25147","25428","25982","26484","25406","25719","25927","27262","27097","27150","27405","27687","27715","30586","30586","30659.34","32046","30121.79","30201.05","","",
"Mexico","MEX","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","14225","14124","15482","15480","15486","15488","15783","15783","15825","20351","20351","20324","20425","20445","20477","20688","26613","","","","","","","","","26662","26662","26662","26677","26704","26704","26704","26704","26704","26704","","","","",
"Marshall Islands","MHL","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","400779.9","400612.9","402580.9","403755.9","404241.4","407676.7","408444.2","408629.85","409448.42","413251.77","419663.018483871","420476.855483871","421604.455483871","420852.615483871","421948.415483871","420962.605483871","423951.597589134","428353.145483871","425489.445483871","425101.275483871","432292.935483871","428770.935483871","431996.935483871","430241.935483871","431135.935483871","459244.935483871","460907.935483871","464513.935483871","461772.935483871","464867.935483871","467294.935483871","468892.935483871","468220.935483871","468028.375483871","472788.935483871","473252.755483871","473773.085483871","","",
"North Macedonia","MKD","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","696","696","696","696","696","696","696","696","696","696","696","699","699","699","699","699","696.842105263158","699","699","699","699","699","699","699","699","699","699","699","699","699","699","","","699","699","683","683","","",
"Mali","MLI","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","642","642","642","642","642","642","642","642","642","642","642","642","642","","","","","729","","","734","734","733","","","","","","","","","","","","","","","","",
"Malta","MLT","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Myanmar","MMR","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","3185","3185","3185","3185","3185","3185","3185","3185","3185","3185","3335.93548387097","3335.93548387097","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa (excluding high income)","MNA","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","21208","21099","21311","21379","21491","23275","23503","23673","24024","23796","23412","23177","23453","21882","22086","22696","22716","23168","23519","23800","24414","24418","23652","23653","23684","25343","25172","25172","25380","25662","25661","28095","28095","28094.34","29441","27432.44","27448.94","","",
"Montenegro","MNE","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mongolia","MNG","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","1697","","","","","1748","1748","1920","1920","1920","1920","1920","1920","1920","","","","1810","","","1810","","1810","","","1810","1810","1810","1810","1814","1814","1818","1818","1810","1822.5","1810","1810","","",
"Northern Mariana Islands","MNP","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3070","3070","3070","3116","3116","3116","3116","3116","3116","3116","","","","",
"Mauritania","MRT","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","717","","","728","728","728","728","728","728","728","","","","",
"Mauritius","MUS","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Malawi","MWI","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","789","789","789","789","789","789","789","789","789","789","789","789","789","789","789","789","710","710","710","710","710","710","710","710","710","","","","797","","","","","","","","","","",
"Malaysia","MYS","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","1639","1639","1639","1668","1668","1668","1668","1668","1668","1668","1668","1668","1668","1668","1668","1668","1668","1648","1648","","1622","1636","1636","1667","1667","1657","1667","1667","1665","1665","1665","1987","2250","2250","2250","","","","",
"North America","NAC","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","318348.935483871","314055.387096774","309157","305022.741935484","296855.064516129","286848.225806452","276612.838709677","263966.064516129","256441.870967742","251088.64516129","243866.064516129","238814.451612903","233056.387096774","228812.838709677","227049.935483871","225327.35483871","227870.517296862","222128.32689211","219619.47020934","217783.721417069","217493","215186.297906602","218374.703703704","216766.00805153","216766.00805153","216766.00805153","284668","283748","284274","284550","286858","280220","280220","280220","280349","280349","280349","","",
"Namibia","NAM","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2382","2382","2382","2382","2382","2382","","","","","","","","","","","","","","","","","","","","","","","",
"New Caledonia","NCL","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","3512","3512","3512","3512","3512","3512","3512","3512","3512","3512","","3557","3054","3054","3054","3557","","3505","","","3557","","3505","3505","3505","3528","3528","3528","","","","","","","","","","","",
"Nicaragua","NIC","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Netherlands","NLD","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","2880","2880","2850","2852","2852","2824","2817","2809","2828","2828","2798","2780","2753","2757","2757","2813","2813","2805","2808","2808","2802","2809","2806","2811","2811","2813","2776","2776","2896","2886","3016","3016","3016","3016","3016","","","","",
"Norway","NOR","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4087","4043","4087","4114","4114","4114","4154","4154","4154","4219","4209","4209","","",
"Nepal","NPL","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nauru","NRU","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","4478","4433","4418","4332","4273","4273","4219","4165","4257","4029","4029","3913","3913","3913","3913","3913","3913","3913","3913","3913","","","","","","","","","","","","","","","","","","","",
"OECD members","OED","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","555170.435483871","550898.387096774","549048.1","544728.941935484","535269.064516129","523322.925806452","511935.938709677","497395.664516129","489056.470967742","486828.54516129","518851.364516129","513628.851612903","503551.887096774","514093.838709677","510569.335483871","509183.35483871","515050.517296862","509326.32689211","506275.47020934","505549.721417069","505005","495770.297906602","499014.703703704","497735.00805153","495071.00805153","497080.00805153","568788","564125","565750","569208","588234","567423","562227","562459","561296","557863.83","557102.52","","",
"Oman","OMN","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Other small states","OSS","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","5685","5702","5702","5702","5702","5711","6018","6018","6020","6061","6060","6060","6052","6058","6058","6055","6185","6165","6165","6133","6133","6049","6049","6041","6041","6120","5962","6123","5977","6090","5948","5953","5953","5953","5953","6177","6390","","",
"Pakistan","PAK","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","8817","8817","8832","8832","8832","8784","8784","8774","8774.87","8774.87","8774.87","8774.87","8774.87","8774.87","8774.87","8774.87","7791","7791","7791","7791","7791","7791","7791","7791","7791","7791","7791","7791","7791","7791","7791","7791","7791","7791","9155","9255","","","",
"Panama","PAN","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Peru","PER","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","1888","1888","1888","1888","1720","1672.5","1672.5","1672.5","1672.5","1611.1","1611.1","1611.1","","1609.9","1609","1691.02","1691","","","","","","","","2177","2177","","2020","2020","2020","1929","1929","1929","2020","","","","",
"Philippines","PHL","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","479","479","479","479","479","456","456","468","491","491","491","491","491","491","491","","","","479","","","","","","","","","","",
"Palau","PLW","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Poland","POL","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","27185","27172","27158","27176","27070","27092","27064","26637","26545","26644","26228","25848","23399","24926","24313","23986","22285","22285","","22891","22560","20134","20223","19900","19576","19599","19429","19419","19627","19764","19702","19725","19617","18959","18942","18510","18429","","",
"Pre-demographic dividend","PRE","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","34927","34929","34929","34901","35046.5","35046.8","35100.8","34959.8","34956.5","34925.5","34499.5","34411","33911","33899","34682","35142","31506","35098","31593","31709.5","34472","30923","34532","34532","35201","33354","33362","33354","33101","32658","32658","32971","32576","32575.5","32575","32575","32575","","",
"Puerto Rico","PRI","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People’s Rep.","PRK","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
