datenum,year,month,day,datetime,data_mean_global,data_mean_nh,data_mean_sh
218674,598,9,15,15-Sep-0598 00:00:00,275.034678856079,272.798241598909,277.271116113249
218704,598,10,15,15-Oct-0598 00:00:00,276.071151866931,274.907031673868,277.235272059994
218735,598,11,15,15-Nov-0598 00:00:00,277.074731522667,276.785301773507,277.364161271828
218765,598,12,15,15-Dec-0598 00:00:00,277.710432327551,278.026614216387,277.394250438715
218796,599,1,15,15-Jan-0599 00:00:00,278.168813553264,278.848033496593,277.489593609935
218827,599,2,15,15-Feb-0599 00:00:00,278.549414319536,279.501754553622,277.597074085449
218855,599,3,15,15-Mar-0599 00:00:00,278.888693400495,280.141637055057,277.635749745934
218886,599,4,15,15-Apr-0599 00:00:00,279.126568994322,280.673562658882,277.579575329763
218916,599,5,15,15-May-0599 00:00:00,279.06816834736,280.575218174037,277.561118520684
218947,599,6,15,15-Jun-0599 00:00:00,278.333838387282,279.059240961919,277.608435812645
218977,599,7,15,15-Jul-0599 00:00:00,276.692597540228,275.776505146618,277.608689933838
219008,599,8,15,15-Aug-0599 00:00:00,275.088600805552,272.71454861187,277.462652999234
219039,599,9,15,15-Sep-0599 00:00:00,275.04752351094,272.81108625377,277.28396076811
219069,599,10,15,15-Oct-0599 00:00:00,276.083095288333,274.91897509527,277.247215481396
219100,599,11,15,15-Nov-0599 00:00:00,277.086342357875,276.796912608715,277.375772107036
219130,599,12,15,15-Dec-0599 00:00:00,277.722343494813,278.038525383649,277.406161605977
219161,600,1,15,15-Jan-0600 00:00:00,278.189373572063,278.868593515392,277.510153628734
219192,600,2,15,15-Feb-0600 00:00:00,278.570681106699,279.523021340785,277.618340872612
219220,600,3,15,15-Mar-0600 00:00:00,278.910443555069,280.163387209631,277.657499900508
219251,600,4,15,15-Apr-0600 00:00:00,279.148557273659,280.695550938219,277.6015636091
219281,600,5,15,15-May-0600 00:00:00,279.090147583015,280.597197409692,277.583097756339
219312,600,6,15,15-Jun-0600 00:00:00,278.355559485014,279.080962059651,277.630156910377
219342,600,7,15,15-Jul-0600 00:00:00,276.713809480002,275.797717086392,277.629901873612
219373,600,8,15,15-Aug-0600 00:00:00,275.109050641535,272.734998447853,277.483102835217
219404,600,9,15,15-Sep-0600 00:00:00,275.066956371505,272.830519114335,277.303393628675
219434,600,10,15,15-Oct-0600 00:00:00,276.101254376056,274.937134182993,277.265374569119
219465,600,11,15,15-Nov-0600 00:00:00,277.102968949536,276.813539200376,277.392398698697
219495,600,12,15,15-Dec-0600 00:00:00,277.737197605848,278.053379494684,277.421015717012
219526,601,1,15,15-Jan-0601 00:00:00,278.194511256671,278.8737312,277.515291313342
219557,601,2,15,15-Feb-0601 00:00:00,278.574447095939,279.526787330025,277.622106861852
219585,601,3,15,15-Mar-0601 00:00:00,278.913451758457,280.166395413019,277.660508103896
219616,601,4,15,15-Apr-0601 00:00:00,279.151377569715,280.698371234275,277.604383905155
219646,601,5,15,15-May-0601 00:00:00,279.093268295243,280.60031812192,277.586218468567
219677,601,6,15,15-Jun-0601 00:00:00,278.359387371689,279.084789946326,277.633984797052
219707,601,7,15,15-Jul-0601 00:00:00,276.718669734168,275.802577340558,277.634762127778
219738,601,8,15,15-Aug-0601 00:00:00,275.115186891006,272.741134697324,277.489239084688
219769,601,9,15,15-Sep-0601 00:00:00,275.074530678865,272.838093421695,277.310967936035
219799,601,10,15,15-Oct-0601 00:00:00,276.110347238659,274.946227045596,277.274467431722
219830,601,11,15,15-Nov-0601 00:00:00,277.113579299506,276.824149550346,277.403009048667
219860,601,12,15,15-Dec-0601 00:00:00,277.74924281008,278.065424698915,277.433060921244
219891,602,1,15,15-Jan-0602 00:00:00,278.207827116829,278.887047060158,277.5286071735
219922,602,2,15,15-Feb-0602 00:00:00,278.588787848456,279.541128082543,277.63644761437
219950,602,3,15,15-Mar-0602 00:00:00,278.928505189643,280.181448844205,277.675561535082
219981,602,4,15,15-Apr-0602 00:00:00,279.166852932397,280.713846596957,277.619859267838
220011,602,5,15,15-May-0602 00:00:00,279.108928473699,280.615978300376,277.601878647023
220042,602,6,15,15-Jun-0602 00:00:00,278.375048945648,279.100451520285,277.649646371011
220072,602,7,15,15-Jul-0602 00:00:00,276.73420297881,275.8181105852,277.65029537242
220103,602,8,15,15-Aug-0602 00:00:00,275.130515776963,272.756463583281,277.504567970645
220134,602,9,15,15-Sep-0602 00:00:00,275.089632872222,272.853195615052,277.326070129392
220164,602,10,15,15-Oct-0602 00:00:00,276.125254100951,274.961133907888,277.289374294014
220195,602,11,15,15-Nov-0602 00:00:00,277.128375887721,276.838946138561,277.417805636882
220225,602,12,15,15-Dec-0602 00:00:00,277.764067876657,278.080249765493,277.447885987821
220256,603,1,15,15-Jan-0603 00:00:00,278.222873109658,278.902093052987,277.543653166329
220287,603,2,15,15-Feb-0603 00:00:00,278.604300910882,279.556641144968,277.651960676796
220315,603,3,15,15-Mar-0603 00:00:00,278.944776488291,280.197720142853,277.69183283373
220346,603,4,15,15-Apr-0603 00:00:00,279.184149043607,280.731142708167,277.637155379048
220376,603,5,15,15-May-0603 00:00:00,279.127457414066,280.634507240743,277.62040758739
220407,603,6,15,15-Jun-0603 00:00:00,278.394959919393,279.12036249403,277.669557344756
220437,603,7,15,15-Jul-0603 00:00:00,276.755586377782,275.839493984172,277.671678771392
220468,603,8,15,15-Aug-0603 00:00:00,275.153403180637,272.779350986955,277.527455374319
220499,603,9,15,15-Sep-0603 00:00:00,275.113997047698,272.877559790528,277.350434304868
220529,603,10,15,15-Oct-0603 00:00:00,276.151009002957,274.986888809894,277.31512919602
220560,603,11,15,15-Nov-0603 00:00:00,277.155376658612,276.865946909452,277.444806407773
220590,603,12,15,15-Dec-0603 00:00:00,277.792110846414,278.10829273525,277.475928957578
220621,604,1,15,15-Jan-0604 00:00:00,278.251695795889,278.930915739218,277.57247585256
220652,604,2,15,15-Feb-0604 00:00:00,278.633582018819,279.585922252905,277.681241784732
220681,604,3,15,15-Mar-0604 00:00:00,278.974141832779,280.227085487341,277.721198178218
220712,604,4,15,15-Apr-0604 00:00:00,279.213234953765,280.760228618325,277.666241289205
220742,604,5,15,15-May-0604 00:00:00,279.155949709182,280.662999535859,277.648899882506
220773,604,6,15,15-Jun-0604 00:00:00,278.42259450919,279.147997083827,277.697191934553
220803,604,7,15,15-Jul-0604 00:00:00,276.782149262417,275.866056868807,277.698241656027
220834,604,8,15,15-Aug-0604 00:00:00,275.178730450701,272.804678257019,277.552782644383
220865,604,9,15,15-Sep-0604 00:00:00,275.137974884217,272.901537627047,277.374412141387
220895,604,10,15,15-Oct-0604 00:00:00,276.173573677393,275.00945348433,277.337693870456
220926,604,11,15,15-Nov-0604 00:00:00,277.176514532859,276.887084783699,277.46594428202
220956,604,12,15,15-Dec-0604 00:00:00,277.811858372801,278.128040261637,277.495676483965
220987,605,1,15,15-Jan-0605 00:00:00,278.270139517181,278.94935946051,277.590919573852
221018,605,2,15,15-Feb-0605 00:00:00,278.650858568215,279.603198802301,277.698518334128
221046,605,3,15,15-Mar-0605 00:00:00,278.990435254661,280.243378909223,277.7374916001
221077,605,4,15,15-Apr-0605 00:00:00,279.228738834419,280.775732498979,277.681745169859
221107,605,5,15,15-May-0605 00:00:00,279.170838825682,280.677888652359,277.663788999006
221138,605,6,15,15-Jun-0605 00:00:00,278.437024122501,279.162426697138,277.711621547864
221168,605,7,15,15-Jul-0605 00:00:00,276.796255117392,275.880162723782,277.712347511002
221199,605,8,15,15-Aug-0605 00:00:00,275.192628776084,272.818576582402,277.566680969766
221230,605,9,15,15-Sep-0605 00:00:00,275.15176239264,272.91532513547,277.38819964981
221260,605,10,15,15-Oct-0605 00:00:00,276.187327565379,275.023207372316,277.351447758442
221291,605,11,15,15-Nov-0605 00:00:00,277.190292480819,276.900862731659,277.47972222998
221321,605,12,15,15-Dec-0605 00:00:00,277.825698545037,278.141880433872,277.509516656201
221352,606,1,15,15-Jan-0606 00:00:00,278.284060561883,278.963280505212,277.604840618554
221383,606,2,15,15-Feb-0606 00:00:00,278.664859617463,279.617199851549,277.712519383376
221411,606,3,15,15-Mar-0606 00:00:00,279.004496512749,280.257440167311,277.751552858188
221442,606,4,15,15-Apr-0606 00:00:00,279.242833212269,280.789826876829,277.695839547709
221472,606,5,15,15-May-0606 00:00:00,279.184942687348,280.691992514025,277.677892860672
221503,606,6,15,15-Jun-0606 00:00:00,278.451117695129,279.176520269766,277.725715120492
221533,606,7,15,15-Jul-0606 00:00:00,276.81032249122,275.89423009761,277.72641488483
221564,606,8,15,15-Aug-0606 00:00:00,275.206657904444,272.832605710762,277.580710098126
221595,606,9,15,15-Sep-0606 00:00:00,275.165745091955,272.929307834785,277.402182349125
221625,606,10,15,15-Oct-0606 00:00:00,276.201259515165,275.037139322102,277.365379708228
221656,606,11,15,15-Nov-0606 00:00:00,277.204173223685,276.914743474525,277.493602972846
221686,606,12,15,15-Dec-0606 00:00:00,277.839531486683,278.155713375518,277.523349597847
221717,607,1,15,15-Jan-0607 00:00:00,278.297852971103,278.977072914432,277.618633027774
221748,607,2,15,15-Feb-0607 00:00:00,278.678622626144,279.63096286023,277.726282392058
221776,607,3,15,15-Mar-0607 00:00:00,279.018245071598,280.27118872616,277.765301417037
221807,607,4,15,15-Apr-0607 00:00:00,279.256585140622,280.803578805182,277.709591476062
221837,607,5,15,15-May-0607 00:00:00,279.198717843208,280.705767669885,277.691668016532
221868,607,6,15,15-Jun-0607 00:00:00,278.464937957475,279.190340532112,277.739535382838
221898,607,7,15,15-Jul-0607 00:00:00,276.824211760014,275.908119366404,277.740304153624
221929,607,8,15,15-Aug-0607 00:00:00,275.220642100626,272.846589906944,277.594694294308
221960,607,9,15,15-Sep-0607 00:00:00,275.179852157447,272.943414900277,277.416289414617
221990,607,10,15,15-Oct-0607 00:00:00,276.215519412865,275.051399219802,277.379639605928
222021,607,11,15,15-Nov-0607 00:00:00,277.218617937474,276.929188188314,277.508047686635
222051,607,12,15,15-Dec-0607 00:00:00,277.854195021421,278.170376910256,277.538013132585
222082,608,1,15,15-Jan-0608 00:00:00,278.312771352629,278.991991295958,277.6335514093
222113,608,2,15,15-Feb-0608 00:00:00,278.693833901277,279.646174135363,277.74149366719
222142,608,3,15,15-Mar-0608 00:00:00,279.03378926177,280.286732916332,277.780845607209
222173,608,4,15,15-Apr-0608 00:00:00,279.272500506978,280.819494171538,277.725506842419
222203,608,5,15,15-May-0608 00:00:00,279.215034381898,280.722084208575,277.707984555222
222234,608,6,15,15-Jun-0608 00:00:00,278.481676740724,279.207079315361,277.756274166087
222264,608,7,15,15-Jul-0608 00:00:00,276.841384936118,275.925292542508,277.757477329728
222295,608,8,15,15-Aug-0608 00:00:00,275.238252893954,272.864200700272,277.612305087636
222326,608,9,15,15-Sep-0608 00:00:00,275.197894868439,272.961457611269,277.434332125609
222356,608,10,15,15-Oct-0608 00:00:00,276.233979418036,275.069859224973,277.398099611099
222387,608,11,15,15-Nov-0608 00:00:00,277.237471689409,276.948041940249,277.52690143857
222417,608,12,15,15-Dec-0608 00:00:00,277.873410048779,278.189591937614,277.557228159943
222448,609,1,15,15-Jan-0609 00:00:00,278.332306260142,279.011526203471,277.653086316813
222479,609,2,15,15-Feb-0609 00:00:00,278.713638369747,279.665978603833,277.76129813566
222507,609,3,15,15-Mar-0609 00:00:00,279.053804083382,280.306747737944,277.800860428821
222538,609,4,15,15-Apr-0609 00:00:00,279.292661920793,280.839655585353,277.745668256234
222568,609,5,15,15-May-0609 00:00:00,279.235282713768,280.742332540445,277.728232887092
222599,609,6,15,15-Jun-0609 00:00:00,278.501957443437,279.227360018074,277.7765548688
222629,609,7,15,15-Jul-0609 00:00:00,276.861648589398,275.945556195788,277.777740983008
222660,609,8,15,15-Aug-0609 00:00:00,275.25845520446,272.884403010778,277.632507398142
222691,609,9,15,15-Sep-0609 00:00:00,275.217996669767,272.981559412597,277.454433926937
222721,609,10,15,15-Oct-0609 00:00:00,276.253946670717,275.089826477654,277.41806686378
222752,609,11,15,15-Nov-0609 00:00:00,277.257275480908,276.967845731748,277.546705230069
222782,609,12,15,15-Dec-0609 00:00:00,277.893026593498,278.209208482333,277.576844704662
222813,610,1,15,15-Jan-0610 00:00:00,278.351716899418,279.030936842747,277.672496956089
222844,610,2,15,15-Feb-0610 00:00:00,278.732829571853,279.685169805939,277.780489337766
222872,610,3,15,15-Mar-0610 00:00:00,279.072767437938,280.3257110925,277.819823783377
222903,610,4,15,15-Apr-0610 00:00:00,279.311391969082,280.858385633642,277.764398304523
222933,610,5,15,15-May-0610 00:00:00,279.253771305278,280.760821131955,277.746721478602
222964,610,6,15,15-Jun-0610 00:00:00,278.520192815546,279.245595390183,277.794790240909
222994,610,7,15,15-Jul-0610 00:00:00,276.87961536737,275.96352297376,277.79570776098
223025,610,8,15,15-Aug-0610 00:00:00,275.276134401449,272.902082207767,277.650186595131
223056,610,9,15,15-Sep-0610 00:00:00,275.235365686815,272.998928429645,277.471802943985
223086,610,10,15,15-Oct-0610 00:00:00,276.270979296752,275.106859103689,277.435099489815
223117,610,11,15,15-Nov-0610 00:00:00,277.273941892751,276.984512143591,277.563371641912
223147,610,12,15,15-Dec-0610 00:00:00,277.909293355855,278.22547524469,277.593111467019
223178,611,1,15,15-Jan-0611 00:00:00,278.367546964884,279.046766908213,277.688327021555
223209,611,2,15,15-Feb-0611 00:00:00,278.748182280912,279.700522514998,277.795842046825
223237,611,3,15,15-Mar-0611 00:00:00,279.087598519414,280.340542173976,277.834654864853
223268,611,4,15,15-Apr-0611 00:00:00,279.325658174696,280.872651839256,277.778664510137
223298,611,5,15,15-May-0611 00:00:00,279.267448208358,280.774498035035,277.760398381682
223329,611,6,15,15-Jun-0611 00:00:00,278.533279118108,279.258681692745,277.807876543471
223359,611,7,15,15-Jul-0611 00:00:00,276.892132900126,275.976040506516,277.808225293736
223390,611,8,15,15-Aug-0611 00:00:00,275.288128123801,272.914075930119,277.662180317483
223421,611,9,15,15-Sep-0611 00:00:00,275.246903686857,273.010466429687,277.483340944027
223451,611,10,15,15-Oct-0611 00:00:00,276.282152791272,275.118032598209,277.446272984335
223482,611,11,15,15-Nov-0611 00:00:00,277.284865227226,276.995435478066,277.574294976387
223512,611,12,15,15-Dec-0611 00:00:00,277.920104004457,278.236285893292,277.603922115621
223543,612,1,15,15-Jan-0612 00:00:00,278.378405530475,279.057625473804,277.699185587146
223574,612,2,15,15-Feb-0612 00:00:00,278.759272495048,279.711612729134,277.806932260961
223603,612,3,15,15-Mar-0612 00:00:00,279.099127242341,280.352070896903,277.84618358778
223634,612,4,15,15-Apr-0612 00:00:00,279.337845855291,280.884839519851,277.790852190731
223664,612,5,15,15-May-0612 00:00:00,279.280483554739,280.787533381416,277.773433728063
223695,612,6,15,15-Jun-0612 00:00:00,278.54730544143,279.272708016067,277.821902866793
223725,612,7,15,15-Jul-0612 00:00:00,276.907248108894,275.991155715284,277.823340502504
223756,612,8,15,15-Aug-0612 00:00:00,275.304384723871,272.930332530189,277.678436917553
223787,612,9,15,15-Sep-0612 00:00:00,275.264308781437,273.027871524267,277.500746038607
223817,612,10,15,15-Oct-0612 00:00:00,276.300668080919,275.136547887856,277.464788273982
223848,612,11,15,15-Nov-0612 00:00:00,277.30440700985,277.01497726069,277.593836759011
223878,612,12,15,15-Dec-0612 00:00:00,277.940543175316,278.256725064152,277.62436128648
223909,613,1,15,15-Jan-0613 00:00:00,278.399567582181,279.07878752551,277.720347638852
223940,613,2,15,15-Feb-0613 00:00:00,278.780937517562,279.733277751648,277.828597283475
223968,613,3,15,15-Mar-0613 00:00:00,279.121029922977,280.373973577539,277.868086268416
223999,613,4,15,15-Apr-0613 00:00:00,279.359686705158,280.906680369718,277.812693040599
224029,613,5,15,15-May-0613 00:00:00,279.301997462753,280.80904728943,277.794947636077
224060,613,6,15,15-Jun-0613 00:00:00,278.568287932014,279.293690506651,277.842885357377
224090,613,7,15,15-Jul-0613 00:00:00,276.927555408469,276.011463014859,277.843647802079
224121,613,8,15,15-Aug-0613 00:00:00,275.323933760858,272.949881567176,277.69798595454
224152,613,9,15,15-Sep-0613 00:00:00,275.283077186256,273.046639929086,277.519514443426
224182,613,10,15,15-Oct-0613 00:00:00,276.318694185992,275.154573992929,277.482814379055
224213,613,11,15,15-Nov-0613 00:00:00,277.321789849596,277.032360100436,277.611219598757
224243,613,12,15,15-Dec-0613 00:00:00,277.957442486156,278.273624374992,277.64126059732
224274,614,1,15,15-Jan-0614 00:00:00,278.416203802534,279.095423745863,277.736983859205
224305,614,2,15,15-Feb-0614 00:00:00,278.797591787846,279.749932021932,277.84525155376
224333,614,3,15,15-Mar-0614 00:00:00,279.138044085611,280.390987740173,277.88510043105
224364,614,4,15,15-Apr-0614 00:00:00,279.377452827087,280.924446491647,277.830459162527
224394,614,5,15,15-May-0614 00:00:00,279.320872807763,280.82792263444,277.813822981087
224425,614,6,15,15-Jun-0614 00:00:00,278.588553090184,279.313955664821,277.863150515547
224455,614,7,15,15-Jul-0614 00:00:00,276.949413975052,276.033321581442,277.865506368662
224486,614,8,15,15-Aug-0614 00:00:00,275.347512336281,272.973460142599,277.721564529963
224517,614,9,15,15-Sep-0614 00:00:00,275.308425376117,273.071988118947,277.544862633287
224547,614,10,15,15-Oct-0614 00:00:00,276.345784601061,275.181664407998,277.509904794124
224578,614,11,15,15-Nov-0614 00:00:00,277.350518105818,277.061088356658,277.639947854979
224608,614,12,15,15-Dec-0614 00:00:00,277.987627204647,278.303809093482,277.671445315811
224639,615,1,15,15-Jan-0615 00:00:00,278.447586609583,279.126806552912,277.768366666254
224670,615,2,15,15-Feb-0615 00:00:00,278.829837314916,279.782177549002,277.877497080829
224698,615,3,15,15-Mar-0615 00:00:00,279.170739969335,280.423683623897,277.917796314774
224729,615,4,15,15-Apr-0615 00:00:00,279.410117648858,280.957111313418,277.863123984299
224759,615,5,15,15-May-0615 00:00:00,279.353041529012,280.860091355689,277.845991702336
224790,615,6,15,15-Jun-0615 00:00:00,278.619829776334,279.345232350971,277.894427201697
224820,615,7,15,15-Jul-0615 00:00:00,276.979472616203,276.063380222593,277.895565009813
224851,615,8,15,15-Aug-0615 00:00:00,275.376096847211,273.002044653529,277.750149040893
224882,615,9,15,15-Sep-0615 00:00:00,275.335349596287,273.098912339117,277.571786853457
224912,615,10,15,15-Oct-0615 00:00:00,276.37093229461,275.206812101547,277.535052487673
224943,615,11,15,15-Nov-0615 00:00:00,277.373842961565,277.084413212405,277.663272710726
224973,615,12,15,15-Dec-0615 00:00:00,278.009152836089,278.325334724924,277.692970947253
225004,616,1,15,15-Jan-0616 00:00:00,278.467406554897,279.146626498226,277.788186611568
225035,616,2,15,15-Feb-0616 00:00:00,278.84811503696,279.800455271046,277.895774802873
225064,616,3,15,15-Mar-0616 00:00:00,279.187708855646,280.440652510208,277.934765201085
225095,616,4,15,15-Apr-0616 00:00:00,279.426077049216,280.973070713776,277.879083384657
225125,616,5,15,15-May-0616 00:00:00,279.368299724311,280.875349550988,277.861249897635
225156,616,6,15,15-Jun-0616 00:00:00,278.634660700688,279.360063275325,277.909258126051
225186,616,7,15,15-Jul-0616 00:00:00,276.994114741501,276.078022347891,277.910207135111
225217,616,8,15,15-Aug-0616 00:00:00,275.390753183119,273.016700989437,277.764805376801
225248,616,9,15,15-Sep-0616 00:00:00,275.350187690242,273.113750433072,277.586624947412
225278,616,10,15,15-Oct-0616 00:00:00,276.386084231826,275.221964038763,277.550204424889
225309,616,11,15,15-Nov-0616 00:00:00,277.389405365029,277.099975615869,277.67883511419
225339,616,12,15,15-Dec-0616 00:00:00,278.025186866564,278.3413687554,277.709004977728
225370,617,1,15,15-Jan-0617 00:00:00,278.483937910921,279.16315785425,277.804717967592
225401,617,2,15,15-Feb-0617 00:00:00,278.865133954844,279.81747418893,277.912793720757
225429,617,3,15,15-Mar-0617 00:00:00,279.205170109476,280.458113764038,277.952226454915
225460,617,4,15,15-Apr-0617 00:00:00,279.443901093259,280.990894757819,277.896907428699
225490,617,5,15,15-May-0617 00:00:00,279.38639594448,280.893445771157,277.879346117804
225521,617,6,15,15-Jun-0617 00:00:00,278.652949318521,279.378351893158,277.927546743884
225551,617,7,15,15-Jul-0617 00:00:00,277.012527685889,276.096435292279,277.928620079499
225582,617,8,15,15-Aug-0617 00:00:00,275.409234090299,273.035181896617,277.783286283981
225613,617,9,15,15-Sep-0617 00:00:00,275.368691903803,273.132254646633,277.605129160973
225643,617,10,15,15-Oct-0617 00:00:00,276.404578802705,275.240458609642,277.568698995768
225674,617,11,15,15-Nov-0617 00:00:00,277.407869051513,277.118439302353,277.697298800674
225704,617,12,15,15-Dec-0617 00:00:00,278.043610134291,278.359792023126,277.727428245455
225735,618,1,15,15-Jan-0618 00:00:00,278.502322932877,279.181542876206,277.823102989548
225766,618,2,15,15-Feb-0618 00:00:00,278.883494611364,279.83583484545,277.931154377277
225794,618,3,15,15-Mar-0618 00:00:00,279.223531988246,280.476475642808,277.970588333685
225825,618,4,15,15-Apr-0618 00:00:00,279.462301327397,281.009294991957,277.915307662838
225855,618,5,15,15-May-0618 00:00:00,279.404878980436,280.911928807113,277.89782915376
225886,618,6,15,15-Jun-0618 00:00:00,278.67156246685,279.396965041487,277.946159892213
225916,618,7,15,15-Jul-0618 00:00:00,277.031320918918,276.115228525308,277.947413312528
225947,618,8,15,15-Aug-0618 00:00:00,275.428260042131,273.054207848449,277.802312235813
225978,618,9,15,15-Sep-0618 00:00:00,275.388005870312,273.151568613142,277.624443127482
226008,618,10,15,15-Oct-0618 00:00:00,276.424238741542,275.260118548479,277.588358934605
226039,618,11,15,15-Nov-0618 00:00:00,277.427935582102,277.138505832942,277.717365331263
226069,618,12,15,15-Dec-0618 00:00:00,278.064146537828,278.380328426664,277.747964648992
226100,619,1,15,15-Jan-0619 00:00:00,278.523395152335,279.202615095664,277.844175209006
226131,619,2,15,15-Feb-0619 00:00:00,278.905171251489,279.857511485575,277.952831017402
226159,619,3,15,15-Mar-0619 00:00:00,279.245884315557,280.498827970119,277.992940660996
226190,619,4,15,15-Apr-0619 00:00:00,279.485403123729,281.032396788289,277.938409459169
226220,619,5,15,15-May-0619 00:00:00,279.428793287154,280.935843113831,277.921743460478
226251,619,6,15,15-Jun-0619 00:00:00,278.696317802342,279.421720376979,277.970915227705
226281,619,7,15,15-Jul-0619 00:00:00,277.056908791474,276.140816397864,277.973001185084
226312,619,8,15,15-Aug-0619 00:00:00,275.454634949942,273.08058275626,277.828687143624
226343,619,9,15,15-Sep-0619 00:00:00,275.415085301473,273.178648044303,277.651522558643
226373,619,10,15,15-Oct-0619 00:00:00,276.451903174047,275.287782980984,277.61602336711
226404,619,11,15,15-Nov-0619 00:00:00,277.456028483848,277.166598734688,277.745458233009
226434,619,12,15,15-Dec-0619 00:00:00,278.092474366614,278.40865625545,277.776292477778
226465,620,1,15,15-Jan-0620 00:00:00,278.55172735586,279.230947299189,277.872507412531
226496,620,2,15,15-Feb-0620 00:00:00,278.933240267355,279.885580501441,277.980900033268
226525,620,3,15,15-Mar-0620 00:00:00,279.273385571267,280.526329225829,278.020441916706
226556,620,4,15,15-Apr-0620 00:00:00,279.511995236945,281.058988901505,277.965001572385
226586,620,5,15,15-May-0620 00:00:00,279.454130613511,280.961180440188,277.947080786835
226617,620,6,15,15-Jun-0620 00:00:00,278.720120475485,279.445523050122,277.994717900848
226647,620,7,15,15-Jul-0620 00:00:00,277.078971941926,276.162879548316,277.995064335536
226678,620,8,15,15-Aug-0620 00:00:00,275.474828705106,273.100776511424,277.848880898788
226709,620,9,15,15-Sep-0620 00:00:00,275.433354785629,273.196917528459,277.669792042799
226739,620,10,15,15-Oct-0620 00:00:00,276.468268508354,275.304148315291,277.632388701417
226770,620,11,15,15-Nov-0620 00:00:00,277.470584786345,277.181155037185,277.760014535506
226800,620,12,15,15-Dec-0620 00:00:00,278.105391752218,278.421573641054,277.789209863382
226831,621,1,15,15-Jan-0621 00:00:00,278.563250936367,279.242470879696,277.884030993038
226862,621,2,15,15-Feb-0621 00:00:00,278.943690151439,279.896030385525,277.991349917352
226890,621,3,15,15-Mar-0621 00:00:00,279.283156864482,280.536100519044,278.030213209921
226921,621,4,15,15-Apr-0621 00:00:00,279.52155795669,281.06855162125,277.97456429213
226951,621,5,15,15-May-0621 00:00:00,279.463992282186,280.971042108863,277.95694245551
226982,621,6,15,15-Jun-0621 00:00:00,278.730726269225,279.456128843862,278.005323694588
227012,621,7,15,15-Jul-0621 00:00:00,277.090687940101,276.174595546491,278.006780333711
227043,621,8,15,15-Aug-0621 00:00:00,275.487941890322,273.11388969664,277.861994084004
227074,621,9,15,15-Sep-0621 00:00:00,275.448073043728,273.211635786558,277.684510300898
227104,621,10,15,15-Oct-0621 00:00:00,276.484720628414,275.320600435351,277.648840821477
227135,621,11,15,15-Nov-0621 00:00:00,277.488820460676,277.199390711516,277.778250209837
227165,621,12,15,15-Dec-0621 00:00:00,278.125381576369,278.441563465205,277.809199687533
227196,622,1,15,15-Jan-0622 00:00:00,278.584886409121,279.26410635245,277.905666465792
227227,622,2,15,15-Feb-0622 00:00:00,278.966783674814,279.9191239089,278.014443440727
227255,622,3,15,15-Mar-0622 00:00:00,279.307441743733,280.560385398295,278.054498089172
227286,622,4,15,15-Apr-0622 00:00:00,279.54668841021,281.09368207477,277.99969474565
227316,622,5,15,15-May-0622 00:00:00,279.489569882892,280.996619709569,277.982520056216
227347,622,6,15,15-Jun-0622 00:00:00,278.756389516351,279.481792090988,278.030986941714
227377,622,7,15,15-Jul-0622 00:00:00,277.116131529775,276.200039136165,278.032223923385
227408,622,8,15,15-Aug-0622 00:00:00,275.512916715564,273.138864521882,277.886968909246
227439,622,9,15,15-Sep-0622 00:00:00,275.472386194453,273.235948937283,277.708823451623
227469,622,10,15,15-Oct-0622 00:00:00,276.50823539143,275.344115198367,277.672355584493
227500,622,11,15,15-Nov-0622 00:00:00,277.511456319687,277.222026570527,277.800886068848
227530,622,12,15,15-Dec-0622 00:00:00,278.147114211969,278.463296100804,277.830932323133
227561,623,1,15,15-Jan-0623 00:00:00,278.6057476988,279.284967642129,277.926527755471
227592,623,2,15,15-Feb-0623 00:00:00,278.986861692957,279.939201927043,278.03452145887
227620,623,3,15,15-Mar-0623 00:00:00,279.326880761615,280.579824416177,278.073937107054
227651,623,4,15,15-Apr-0623 00:00:00,279.565688896003,281.112682560563,278.018695231444
227681,623,5,15,15-May-0623 00:00:00,279.50837546857,281.015425295247,278.001325641894
227712,623,6,15,15-Jun-0623 00:00:00,278.775230241315,279.500632815952,278.049827666678
227742,623,7,15,15-Jul-0623 00:00:00,277.135208152896,276.219115759286,278.051300546506
227773,623,8,15,15-Aug-0623 00:00:00,275.532400711518,273.158348517836,277.9064529052
227804,623,9,15,15-Sep-0623 00:00:00,275.492419753719,273.255982496549,277.728857010889
227834,623,10,15,15-Oct-0623 00:00:00,276.528931420291,275.364811227228,277.693051613354
227865,623,11,15,15-Nov-0623 00:00:00,277.53289844023,277.24346869107,277.822328189391
227895,623,12,15,15-Dec-0623 00:00:00,278.169356762085,278.48553865092,277.853174873249
227926,624,1,15,15-Jan-0624 00:00:00,278.628815732182,279.308035675511,277.949595788853
227957,624,2,15,15-Feb-0624 00:00:00,279.010750979104,279.96309121319,278.058410745018
227986,624,3,15,15-Mar-0624 00:00:00,279.351557785829,280.604501440391,278.098614131268
228017,624,4,15,15-Apr-0624 00:00:00,279.591090859389,281.138084523949,278.04409719483
228047,624,5,15,15-May-0624 00:00:00,279.534412476134,281.041462302811,278.027362649458
228078,624,6,15,15-Jun-0624 00:00:00,278.80179428038,279.527196855017,278.076391705743
228108,624,7,15,15-Jul-0624 00:00:00,277.162175023003,276.246082629393,278.078267416613
